"","Oocyte..1.RPKM.","Oocyte..2.RPKM.","Oocyte..3.RPKM.","Zygote..1.RPKM.","Zygote..2.RPKM.","Zygote..3.RPKM.","X2.cell.embryo.1..Cell.1.RPKM.","X2.cell.embryo.1..Cell.2.RPKM.","X2.cell.embryo.2..Cell.1.RPKM.","X2.cell.embryo.2..Cell.2.RPKM.","X2.cell.embryo.3..Cell.1.RPKM.","X2.cell.embryo.3..Cell.2.RPKM.","X4.cell.embryo.1..Cell.1.RPKM.","X4.cell.embryo.1..Cell.2.RPKM.","X4.cell.embryo.1..Cell.3.RPKM.","X4.cell.embryo.1..Cell.4.RPKM.","X4.cell.embryo.2..Cell.1.RPKM.","X4.cell.embryo.2..Cell.2.RPKM.","X4.cell.embryo.2..Cell.3.RPKM.","X4.cell.embryo.2..Cell.4.RPKM.","X4.cell.embryo.3..Cell.1.RPKM.","X4.cell.embryo.3..Cell.2.RPKM.","X4.cell.embryo.3..Cell.3.RPKM.","X4.cell.embryo.3..Cell.4.RPKM.","X8.cell.embryo.1..Cell.1.RPKM.","X8.cell.embryo.1..Cell.2.RPKM.","X8.cell.embryo.1..Cell.3.RPKM.","X8.cell.embryo.1..Cell.4.RPKM.","X8.cell.embryo.2..Cell.1.RPKM.","X8.cell.embryo.2..Cell.2.RPKM.","X8.cell.embryo.2..Cell.3.RPKM.","X8.cell.embryo.2..Cell.4.RPKM.","X8.cell.embryo.2..Cell.5.RPKM.","X8.cell.embryo.2..Cell.6.RPKM.","X8.cell.embryo.2..Cell.7.RPKM.","X8.cell.embryo.2..Cell.8.RPKM.","X8.cell.embryo.3..Cell.1.RPKM.","X8.cell.embryo.3..Cell.2.RPKM.","X8.cell.embryo.3..Cell.3.RPKM.","X8.cell.embryo.3..Cell.4.RPKM.","X8.cell.embryo.3..Cell.5.RPKM.","X8.cell.embryo.3..Cell.6.RPKM.","X8.cell.embryo.3..Cell.7.RPKM.","X8.cell.embryo.3..Cell.8.RPKM.","Morulae..1..Cell.1.RPKM.","Morulae..1..Cell.2.RPKM.","Morulae..1..Cell.3.RPKM.","Morulae..1..Cell.4.RPKM.","Morulae..1..Cell.5.RPKM.","Morulae..1..Cell.6.RPKM.","Morulae..1..Cell.7.RPKM.","Morulae..1..Cell.8.RPKM.","Morulae..2..Cell.1.RPKM.","Morulae..2..Cell.2.RPKM.","Morulae..2..Cell.3.RPKM.","Morulae..2..Cell.4.RPKM.","Morulae..2..Cell.5.RPKM.","Morulae..2..Cell.6.RPKM.","Morulae..2..Cell.7.RPKM.","Morulae..2..Cell.8.RPKM.","Late.blastocyst..1..Cell.1.RPKM.","Late.blastocyst..1..Cell.2.RPKM.","Late.blastocyst..1..Cell.3.RPKM.","Late.blastocyst..1..Cell.4.RPKM.","Late.blastocyst..1..Cell.5.RPKM.","Late.blastocyst..1..Cell.6.RPKM.","Late.blastocyst..1..Cell.7.RPKM.","Late.blastocyst..1..Cell.8.RPKM.","Late.blastocyst..1..Cell.9.RPKM.","Late.blastocyst..1..Cell.10.RPKM.","Late.blastocyst..1..Cell.11.RPKM.","Late.blastocyst..1..Cell.12.RPKM.","Late.blastocyst..2..Cell.1.RPKM.","Late.blastocyst..2..Cell.2.RPKM.","Late.blastocyst..2..Cell.3.RPKM.","Late.blastocyst..2..Cell.4.RPKM.","Late.blastocyst..2..Cell.5.RPKM.","Late.blastocyst..2..Cell.6.RPKM.","Late.blastocyst..2..Cell.7.RPKM.","Late.blastocyst..2..Cell.8.RPKM.","Late.blastocyst..2..Cell.9.RPKM.","Late.blastocyst..2..Cell.10.RPKM.","Late.blastocyst..3..Cell.1.RPKM.","Late.blastocyst..3..Cell.2.RPKM.","Late.blastocyst..3..Cell.3.RPKM.","Late.blastocyst..3..Cell.4.RPKM.","Late.blastocyst..3..Cell.5.RPKM.","Late.blastocyst..3..Cell.6.RPKM.","Late.blastocyst..3..Cell.7.RPKM.","Late.blastocyst..3..Cell.8.RPKM."
"RADIL",6.41898260511583,6.11790278909403,6.34954220638374,4.99675027884918,5.66564858567454,5.96490685931288,4.82644679595085,4.84348142543246,5.35237012004423,5.26498673377776,5.56611494221707,5.58117044698797,6.11937692912059,5.48023280325517,5.92005505480697,6.26598065478687,6.20843922356261,5.7986726789578,6.0336872878706,6.35797419504422,6.01506932171765,5.71539921228249,6.23062573610162,6.29946447471022,5.28303277461641,4.34148768960592,5.54157678827838,5.33471127958565,0.739848102699327,2.56754544764375,1.4630992673481,1.75745001623129,1.41305242854853,0,2.1394694950388,0.351628329102782,3.35558014737736,3.47131754424631,3.26618685450072,0.621993231666123,1.10232219119669,0.629473196786949,2.4243846715381,0,2.12829340100982,1.20789285164133,4.02005765234125,0,1.26303440583379,2.70177082237904,0.929033478645856,0,2.81352468929781,0,0,0,3.05345893194152,0,1.91226662806645,0.896853072896707,0,2.5629139989121,0,0,0,0,0,0,0,0,0,0,1.37406571822254,3.56144834178548,2.1534810985137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C17orf99",3.16140401638112,3.30188025283903,3.54880649908363,2.56608449051547,2.96587661419019,2.28125313412649,2.99294966248085,3.13142485888825,2.76468585252213,3.1333991254172,2.58784500925428,2.39780296186249,2.93564832306742,0.6915341649192,0,1.68392098080932,2.90419504823787,4.16583156371402,3.67219901911577,3.90814038981133,3.46975576326468,4.48825791280799,3.63308241032793,3.68122435377956,2.14535138557262,3.55851255300054,4.14094221737709,3.76298656488058,0,0.976730220677153,2.8314719328477,0,0,0,0,1.42653313811667,0,0,0,3.55973652443298,0.150559676575381,0,0.936590829823939,0,0,1.3397075074486,0.312665173558394,0,0,0,0,0,0.31034012061215,0,0,0,0,0,2.52957110757389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP6",1.23939804156656,0.900721927564115,1.2066432239834,1.38239058287347,1.00432160595009,1.43028527297778,0.636914580355878,0.684369929013007,0.963474123974886,0.876566058751721,0.656267534794289,0.856786546288081,1.27500704749987,1.57385922157595,1.7084079834836,1.88479326254353,0.993493221058416,1.00216242115062,1.54843662469604,1.53555533339931,1.18713429147454,1.68032435684402,1.7578766597479,1.68616432606136,0.735522177296537,0.507921464957328,1.53505759489484,2.09996841715489,0,0,0,0.473007567916174,0,0,0,0.837539634379403,0,0.34255474547732,0,0,0,0,0,0.571434115876509,1.68661257681559,0,2.10400111032121,0.183962834842595,0,0,0,0,0.43616183931445,0,0,0,0,0.594548549550354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191562650700756,0,0,0,0,0,0,0.646162657157894,0,0,0,0,0,0,0
"LRRC49",4.9550802719675,5.12944788695725,4.83622712961541,5.11249163574186,4.74792441623844,4.93767395193714,4.55783892582826,4.76934859947786,4.45489969176657,4.35176965202408,4.19156265070076,4.22989550083389,5.05658352836637,4.8799507684126,4.39807669206745,5.34404729904339,5.11786124220233,4.97599695761644,5.03139519627553,4.57046293102604,4.39197388306029,4.88840231865053,4.44506452174342,3.85658737530124,0.938097561074093,3.991136320059,4.63876894441695,3.59669666068723,2.37629038333705,1.72071624252113,0,0,0,0,0,3.40381306161659,1.82334176176314,3.17536491377543,0.917622701726283,2.29484127140614,2.87479696589867,3.75339059766599,0.361768359419153,0,0.5489297694764,0,4.74303018243616,1.61823865559545,0,0.312665173558394,0.185232254230161,0,0,0,0,0,0,0,0.818032474658094,2.48979980291652,0,0,0,0,0,0,0,0.149259365499623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.06626144226872,0,0,0,0,0,0
"KIAA1024",0.825378603892931,1.13356352574111,1.25035527176305,1.13619138628714,1.2821432287815,1.18523225423016,0.292781749227846,0.489542935642474,0.292781749227846,0.446785562143122,0.279768421593595,0.382943869568991,2.48129894154757,0,2.30363464507901,0,0,2.05172011644733,1.28865386360517,1.67536431274915,0.722466024471091,2.25308162540759,0.699551632523089,1.33742566428269,2.60667910442159,0,0.172487515510134,1.85798099512757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08406426478847,0,0,0,0,0,0,0,0,0.36289064266586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221567788538409,0
"HTR2A",0.525066592078211,0.754459973625479,0.858378925082071,0.651683180632109,0.577247535593151,0.613531652917927,0.583037623796664,0.702214251010441,0.539034702970754,0.31150311546827,0.51500591643373,0.318461465167583,0.319617934200161,0.186500557644495,0.549915553621955,0.35501626421955,0.572404647390332,0.525066592078211,0.219091058246197,0.499782120147312,0.537047519404657,0.260627908126699,0.416839741912829,0.645240512645265,0,0,0,0.340277404766254,0,0.212880566344385,0,0,0,0,0,0,0.144046369616707,0.375178479589612,0,0,0,0,0,0.267835392097615,0,0,0,0,0,0,0,0,0,0,0.345964030342872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDK2",0.860764202628828,0.857582955384148,0.856786546288081,1.89840185999219,1.74803179557241,2.17376706773671,2.0703893278914,1.93092653106403,2.40680874847866,2.48594198341242,1.75445997362548,1.72639529165045,1.87184364850932,2.51298533481368,2.22342254993494,2.34056226902641,1.91073266190291,2.76574689179985,2.31208426151475,2.73335434061383,2.26933242973416,1.97085365434048,1.91762270172628,2.32567423412026,2.49185309632967,2.11503324294624,3.11320040266395,2.57119138094856,0,0.517023672064581,0.986956962524401,0.495695162624069,0.690640578615693,0.537047519404657,0.792438930064638,0.319617934200161,1.60644222813161,0.467801156488407,0.358396261956654,2.00683657739666,0.866314561377047,1.10902617649837,1.41521782488884,0,0.73638840070346,0,0,0,0,0,0,0,0,0,0,0,0.40381306161659,0,0,0,0,0,0,0,0,0,1.0064775640712,0,0,0,0,0,0.34255474547732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHD",4.61888466913945,4.49607880709938,4.09634619899318,4.43095427138573,3.69888520936509,3.4937754084607,4.95345150136626,4.74830020894662,4.35176965202408,4.23924527034378,3.3912178076029,3.40721676970435,3.00180224263399,2.85778198898326,3.24625605657646,3.28140152137691,2.7279204545632,3.6631168673661,3.06108492060131,3.88791513563813,4.27000559019784,3.51563676826979,3.74286855102444,3.73930807086039,3.7512494648288,3.39615948907315,2.68234856099057,4.04797455136936,0,0.210388864445403,1.00072116724365,1.9701173976055,0,1.25882039687641,0,0.669933835668961,1.60549433385251,0,2.86274892579353,1.86036693013812,0.855192407959154,2.49492756747912,3.06402056296861,0,2.36289064266586,1.26843439357638,0,1.46988597627446,2.42974985080022,1.03562390973072,0.532067552289031,0,2.00934717225925,0,0,0.742437445376266,1.28747229511907,1.37573453858316,1.33456827566613,0,0,0,0,0,0.944108799107955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58159227883601,2.42196381604921,0,0,0
"OR2L13",0.643394453479892,0.866314561377047,0.742437445376266,0.689746438493556,0.326537348139952,0.632268215499513,0.75702324650746,0.518031492602169,0.324234562270531,0.323081789503733,0.216610068742442,0.608809242675524,0.314986485468515,0.993493221058416,0,0,0,0.781569544815974,0.625738061908648,1.1525079483649,0.424384671538097,0.724213686757358,0.221567788538409,0.769771739249448,0.823749360308273,1.0100636833447,0,0,0,0,0,0,0,0,0.255802836602718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26663664251399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACPL2",4.96536872864737,5.62684793971526,5.18578727417524,5.05567288658141,4.95214715961952,4.86433474078243,4.97420806599245,4.72998774295772,4.91389468198778,4.62993940943954,4.48052364638826,4.49761236561836,5.83114253595438,5.02781755278363,4.84634287068147,5.10521710609709,4.6313953536956,4.40381306161659,4.61270634620754,4.60175593432825,4.992088609014,5.74249134062781,5.15910438594048,5.22797206103629,4.55182359572126,4.43869206618509,4.22604605343322,3.60062657655569,2.69666157291858,2.58472203150802,2.80364035689067,3.00952633339464,0.728573602559365,2.55139296802745,0,2.87164654555923,1.82415684372883,2.98422475722408,3.20241772157518,3.33956499793686,3.5334387577709,3.391767719956,1.55630678422498,3.25821738953602,0,0,0,0.16478627814334,0,0,0,0,0,1.46936505370484,0.235114320376357,0.367371065648529,0,1.25459404303314,2.09423606984577,0,0,0,0,0,0,0,0,0,0,0,1.08542465625268,3.60181534972849,0,0.154453592679872,0,2.61140848102496,0,0,0.902266569083071,0.217851096811131,0,0,0,0,0,0,0.233888060174277,0,0,0
"KSR2",0.263034405833794,0.391767719955997,0.291603558030565,0.871843648509318,0.815575428862573,0.640620928035698,0.56657164062676,0.591679416935737,0.557777671394926,0.776525151421912,0.796597754048306,0.481298941547565,0.625738061908648,0.50182126542091,0.31150311546827,1.32192809488736,1.28569812595812,1.48902906385044,0.701327257412941,1.43135552157352,1.61729848284085,1.07313470463022,0.941106310946431,1.29219277390189,0,1.56900492681818,0.324234562270531,0.876566058751721,0,0,0,0,0.724213686757358,0,0.487486349348536,0,0.504874589398464,0.205392512989685,0,0.147957881387101,0.372952097911829,0,0,1.23266075679027,0,0,0,0,0,0,0,0.186500557644495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZBTB16",6.61626946686237,6.47469561414913,6.31985272873903,5.65400583054123,4.88195821801367,5.38622464629095,4.44771142651469,4.58928410667125,5.04841058215241,5.38349694415536,5.13216552547809,5.35000211971496,5.55845132716222,6.08652903054665,6.00443397500364,5.4970374721894,5.6876206320849,5.39814511650441,5.00517539133194,5.38901605968851,5.46708380330605,5.15133118212514,5.11224139955237,5.44526320814044,4.34631870129898,3.09845324630927,4.55918586578773,5.02918782254571,0,1.47974793436622,4.09971599916091,1.42169458118029,1.47040671081933,1.80694266457776,0.542010355536609,0.611644543373662,2.82517504903674,1.32538641465977,2.25942315228141,3.7261772795547,0.552868871011303,2.56364626948406,3.59753117422421,3.52079937440518,0,0,3.60727112504662,0.341416524478722,0.891419186846079,0.14535138557262,1.08065766334523,4.65998162590662,0,0,3.15315678806142,2.19660704409482,0,0,0.860764202628828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C11orf40",4.2621324395394,4.02130204466611,4.66760832567372,6.5041277582347,5.38567261661414,6.26064672445643,5.52497259828663,5.52559910792231,5.58559354177138,5.75092802065037,5.20847824221171,5.3958511293886,6.26841567854423,6.1532986828549,5.74141305286814,6.69255273655711,3.98495385138534,5.00238748706906,4.35353502147283,5.07399156457159,5.41768376875542,5.39231742277876,5.23008770384785,5.28017686988154,3.63482556778462,4.37253426857815,4.03359919780549,4.30122180533309,1.37740143078579,2.03738222200308,0.866314561377047,1.61306010689612,1.07519031415522,0.964213777946939,1.49415956371284,1.89452677025739,2.88927883370554,1.86235219953202,2.60145882061735,2.32192809488736,2.14990966753492,0,0.993493221058416,0,0.60502015306241,2.38017531174203,2.73335434061383,0.259423152281415,0,0,1.65535182861255,5.10320386734952,0.400537929583729,0.38404980679516,0,0,0,0.448900951145128,0,0,0,0,0,0,0,2.19029879162659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZSWIM3",7.20913164775806,6.69163186735081,6.66569121703696,5.60252814373553,5.69273405061563,5.82921532453273,6.44086916761087,6.21620262368229,6.28721369796618,5.59221781411272,6.89160145654469,6.78437310843037,7.20773670736488,7.55514893835925,7.32154031848533,7.63316235111629,7.16514819347611,7.20421898587239,7.0210910179804,7.21300698333797,6.9250143480507,7.19258872156664,7.43089574640819,7.3265643121344,4.98103063083276,3.22758706515941,3.27783600818515,1.57337452644594,2.52506659207821,0.791605724704551,0,2.1991226420136,0,0,0,0,1.4662355621504,0,0.336854639125465,0.776525151421912,0,0,1.20851725980554,0,0.197865391353738,1.09220743809709,0,1.90881290773955,0,0.937344392150232,0.298658315564515,0,0.763836458890951,2.81434533496322,0.367371065648529,0.185232254230161,2.49262232857445,1.39615948907315,0.965691949224704,1.87578006306849,0.252173413202027,0,0,0,0,0,0,0,0,0.237563718317676,0,0,0,0,0.755314904045098,0,0.153156788061421,0,0,0,0,1.15962918582123,0,0,0.510961919277379,0,0,0,0,0
"A1CF",4.82033216083392,4.66100845516057,4.5647439789142,3.83035674741922,2.6674380191387,2.76553474636298,2.65580975435545,2.9701173976055,2.4125105712498,2.95251994903785,2.70973175942069,2.70642003930195,3.38529297364579,2.87872534148011,4.08516968054595,3.61247045754762,5.48722906980423,3.61188056710276,4.23235376773903,4.16075887605024,3.46492960112985,0.138814468902282,3.70221425101044,3.88840231865053,4.40755669926481,3.59239723519794,3.81198471935167,2.68795649404448,0,0.197865391353738,1.71808758396052,0.187767747046025,0,1.54002726925751,2.02183502726224,2.32019582126613,0.498761465671852,1.5854433189362,0,2.68347189285523,0.326537348139952,0,2.48645695576873,0,0,0,2.46988597627446,0,0.192825403552391,0,0,4.43342687159321,0.413594082409175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UCMA",4.73503469797415,3.61282427607567,3.67784646639964,4.10743679844779,4.11002909279937,3.75478063190594,4.15112819434592,3.93950869389263,3.80529245560071,4.53922086117324,2.77925972037238,2.46362245685189,3.25141613270546,4.37733201538217,5.16438404348467,3.30597052098439,4.77431267091682,4.62486123906148,4.85678654628808,4.70802165325477,4.4276061727819,4.04281941113492,4.34283916046905,4.35106289894039,4.56059268700198,2.86888427302877,4.89999730715968,0.599317793698226,1.82700600963898,2.71039319217052,2.91857705450362,0.457331625485014,0,0,0,3.29616369909643,0,0,3.7905635408545,0,0,0,0,0,1.65901117119815,0.16349873228288,0,2.27530509419877,2.41792000781197,4.66465349608803,0.209141397838592,0,0,0,0,0,0,1.37851162325373,2.36820959809927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PPFIA2",3.37155886261196,3.48928602262588,3.387362540836,3.40748871975999,3.04369446122598,3.43349363984688,2.90689059560852,2.98386007192363,2.90689059560852,2.80591150518794,2.36737106564853,3.00396196615242,3.73183491441663,2.07587486697513,4.60098331137083,3.6203518068184,0.754459973625479,2.53480866123175,3.21661006874244,2.60644222813161,3.29145621645449,3.9575432007571,3.3627504049947,2.35558014737736,4.29733817360183,3.62398388298598,2.82252621903883,3.26393580857533,1.37851162325373,0.766383141001298,1.73725410432433,0,0.260627908126699,1.10969486482593,1.13356352574111,1.51702367206458,0.255802836602718,1.10768786931437,0.72159139877538,0,1.47040671081933,1.52105073690096,0.439357178474257,1.46780115648841,0,0,3.03913839390696,0.447843644362085,0,0.738119288782577,2.33999248424772,0.366252263699564,0,0,0,0,0,0.141432790929296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B4GALT6",1.90110824301451,2.65489375747332,2.53431066500972,3.51677160688688,3.1630156061833,3.0799753767206,2.39423973490979,2.60904573067554,2.87184364850932,2.67874800996336,3.01524777369894,2.71237567288067,2.81270357656028,0.658097205351371,2.65030502892003,2.94354630834475,0.546956178141411,1.46884394297464,1.49005662446431,0.957543200757105,1.49620666592348,2.64108355271207,2.11669744320102,3.06832686143451,1.93621390100641,2.62246186738273,1.40816837070811,2.62433488944509,0.439357178474257,0.18269229751619,0.367371065648529,0,0,0.246104009883917,0,0,2.46021832866727,2.16800012451782,0.62854031926276,0.835924074254375,0.510961919277379,0,0.488515008957812,0.344828496997441,1.27082791555366,0,0.349365277594213,0,0.878136766626948,0,0,0,0,0,0,0,0,0,0.787432464516868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273814244587037,0,0,0,0,0.305678743242287,0,0,0,0,0,0.369606070031838,0,0,0,0,0
"CD36",4.84453630251358,5.16607267594671,5.50960084132704,5.21412480535285,6.30087417017657,6.25761413004954,6.01317190496289,5.89190518821193,5.96358971990787,5.82995101162497,6.628423667147,6.36280299571888,6.06544306293743,6.15273101992625,5.649816617654,6.15315678806142,4.67349989094518,5.47216280355037,5.32008748507197,5.38663852997474,5.58225490835766,5.60552396497774,5.08852325661663,5.739605113387,4.37955165336549,3.27515607854601,3.97901926859952,4.12895322038601,1.35670725293538,2.89433274227769,2.29601682253322,1.02502879449152,0.989139007368233,0,2.16832111573972,1.49774008860909,2.43562859405209,2.66721091248087,3.04106771708669,2.91914936328767,2.75723664714994,0.368489000645104,2.55777767139493,2.40135740989028,0,1.15380533607904,1.61494536693687,0,0.159629185821228,2.36457243229586,0,0.58111017522555,0,2.02361021518265,0.205392512989685,0,0.979659551715824,0.395062799517578,0.572404647390332,1.34653146202802,0,0,0.16478627814334,0.242450073677701,0,0,0,0,0,0.27500704749987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACCSL",7.90397822297896,7.94048979341401,7.96015836039884,7.65558080965278,7.62071102811682,8.09705767155262,8.4896954561022,8.81085114990827,9.07855646697158,8.14157584346514,8.36504070692583,8.11821435265012,9.15335188980466,9.18878910309908,9.05293207480961,9.26205725022129,9.69801874616721,9.87919725408422,9.80472314694659,9.87920338180406,9.64977171861444,9.61408220887476,9.69086577264019,9.67534843296622,7.11030059602522,7.23111555524432,6.90636151042198,7.15100638796795,3.51096191927738,3.29616369909643,2.67197266075006,2.28154989336664,4.92523990548741,4.25753870487421,3.96254902292306,1.79618241072,3.05067582031712,5.56894414465471,4.88058757929952,5.18626283566979,4.28902290538983,5.58865467817884,4.47955394117337,4.69688409085545,4.21396933414833,0,1.37462220619121,3.26948204809477,1.52004502403982,0,0.506906554580693,4.27887686010211,3.40217642497948,0,2.01720929003222,1.5528688710113,0,2.94616939095989,2.34312351940185,3.16671544496642,0.61635769699669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CNBD1",3.87085786436376,4.09946353699544,3.82395311640506,3.71556395051172,3.98859380548196,3.57797256871381,3.81393507048132,3.7287912528639,3.54855992669525,3.86888427302877,3.58652457437824,3.37309134746948,4.84393361005954,5.37368300819052,4.93262815702213,5.00243249603972,4.50563691176277,4.59765035104811,4.00934717225925,4.09034534978346,4.29285535424002,4.71044829788053,4.01890118330868,4.35593246246394,4.75413924405858,4.12788086060471,4.83859886337056,5.07510472220949,1.01506932171765,1.6378420603241,3.46165951713111,0.70310069960416,1.40653667020517,0,0,1.42974985080022,3.47754781591381,0.381837083906047,3.63737839487229,2.92675853198647,2.85019934199064,3.42398147761655,0.183962834842595,0.816394909169121,0,0,0.24000896473507,1.65809720535137,1.99276843076892,0,0.232660756790275,2.98294795515753,0.779890039340047,0,0.351628329102782,1.39670752138398,0,0.36289064266586,1.07724299893246,1.4350951516201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03351110236132,0
"SLC9A9",2.78993786898019,2.41413553298445,3.00504061670053,2.26243315763135,2.06695024392463,2.00288250853312,1.51803149260217,1.88830489520849,1.54151483946068,1.41088377719558,1.29689785770008,1.28332916805164,1.52606881166759,1.60407132366886,1.08065766334523,0.576280257621355,1.8631455429894,2.72595923450919,1.88088139723765,2.52957110757389,1.67084033588156,2.75766335376083,2.62620548295304,2.93168305705981,0,0.923719678749389,0.525066592078211,1.47092725747513,0,0,0.559736524432983,0.138814468902282,0,0,0,0,0,1.88869454950954,0,0.572404647390332,2.10265813136374,2.65878273401283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160920188181103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GABRG3",2.59287558236442,3.22697085797828,3.23450132056221,1.66357233541752,1.46100460993347,2.1196881745192,1.51601514700366,1.38017531174203,1.21847121074326,0.790772037862,1.49005662446431,1.42330923724239,2.05032755355842,1.94448367114875,1.449957483628,0.748461233004036,1.42921422983958,3.45628048151073,1.73595535401226,3.07090448413358,2.93054811924785,2.05519565424212,2.37962096205571,2.19629228571223,1.89685307289671,0,0.574343753920013,0.921436330806298,0,1.29748491571057,0.215367972203479,0,0,0.31150311546827,0,0,0.271425676092934,1.79410389855975,0,0.612588406698718,0.864730922314751,1.84237548820629,0,0.687956494044482,0,0,0,0,0,0,0,0,0,0,0,0.404903122145131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCDC121",3.25293029640542,3.27112682678252,3.44691786486603,3.95121476442072,4.00701605056239,4.48819363161116,3.44784364436209,3.68985823631925,3.78125478643338,3.78073003647638,3.37503943134692,3.3655525716344,3.10332977711185,4.95628902658394,3.73422186622078,4.57833494868161,3.46453758218603,4.13742155011198,4.02573756141361,4.70653055253812,4.58844480764187,4.47625205954784,4.66283212679619,3.83299125236982,0.37851162325373,3.62585493136806,3.38446431478275,2.45969390298324,0,0.977463111239466,0,0,0,0,0,0,0,0,1.72639529165045,0.481298941547565,2.44810804371056,0,2.5392829085698,0,3.76860780611581,0.32077347694587,1.71808758396052,1.85877674530819,1.24731993497982,0,1.41359408240917,5.45989058495499,0,0,0,0,0,0,0,1.12895322038601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CADPS",1.41737997597302,1.82578562746479,1.9664304673063,1.29160355803056,1.449957483628,1.80322703643493,0.985500430304885,0.978927776381399,1.16221003631431,1.28392177230762,0.813114191346289,1.23204671335011,2.84438565300257,2.97379492965261,0.273814244587037,1.877744249949,1.81188199621867,2.14925936549962,1.17056605679207,2.5935928058646,2.0871233436512,1.10634831950515,2.34397626006754,2.01792190799726,0.187767747046025,0.285698125958125,0.3928669162308,1.49876146567185,0.29983076182237,0,1.06901467791518,0,1.01792190799726,0,0,0,0.32077347694587,0.264236151043547,0,0,0.603121869839996,0.314986485468515,0,0.386259141133346,0.429749850800216,0,0,0,0,0,1.39506279951758,0.987684677566761,0,0,0,0,0,0.309176187478514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGM5",1.60502015306241,1.63830557680709,2.00791308164326,1.68526740651684,1.91571210014802,2.18935017019567,1.00934717225925,1.42277121932047,1.32596199617185,1.58928410667125,1.44731470025318,1.23939804156656,0.65901117119815,0.849599011151452,1.77904955283746,1.58928410667125,1.83834673652123,2.44360665147561,2.62643913669732,1.59836520532364,2.13290581201151,2.1036654827657,2.0408924306469,2.59263642860658,0.499782120147312,0.652601217596519,0.526068811667588,0.325386414659774,0,1.06626144226872,0.717210299019596,0,0,0.499782120147312,0,0.204140716780225,0.319617934200161,0.292781749227846,0.87263179113525,0.763836458890951,1.22280456104526,0.301002256032814,0.219091058246197,0,0,0,0.961993677420255,0,0,0,0,0,0,0,0.567545447643747,0,0,0,1.31092173523034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
