"","chain.1.tau.1.","chain.2.tau.1.","chain.3.tau.1.","chain.1.tau.2.","chain.2.tau.2.","chain.3.tau.2.","chain.1.tau.3.","chain.2.tau.3.","chain.3.tau.3.","chain.1.tau.4.","chain.2.tau.4.","chain.3.tau.4.","chain.1.tau.5.","chain.2.tau.5.","chain.3.tau.5.","chain.1.tau.6.","chain.2.tau.6.","chain.3.tau.6.","chain.1.tau.7.","chain.2.tau.7.","chain.3.tau.7.","chain.1.tau.8.","chain.2.tau.8.","chain.3.tau.8.","chain.1.tau.9.","chain.2.tau.9.","chain.3.tau.9.","chain.1.tau.10.","chain.2.tau.10.","chain.3.tau.10.","chain.1.tau.11.","chain.2.tau.11.","chain.3.tau.11.","chain.1.tau.12.","chain.2.tau.12.","chain.3.tau.12.","chain.1.tau.13.","chain.2.tau.13.","chain.3.tau.13.","chain.1.tau.14.","chain.2.tau.14.","chain.3.tau.14.","chain.1.tau.15.","chain.2.tau.15.","chain.3.tau.15.","chain.1.tau.16.","chain.2.tau.16.","chain.3.tau.16.","chain.1.tau.17.","chain.2.tau.17.","chain.3.tau.17.","chain.1.tau.18.","chain.2.tau.18.","chain.3.tau.18.","chain.1.tau.19.","chain.2.tau.19.","chain.3.tau.19.","chain.1.tau.20.","chain.2.tau.20.","chain.3.tau.20.","chain.1.tau.21.","chain.2.tau.21.","chain.3.tau.21.","chain.1.tau.22.","chain.2.tau.22.","chain.3.tau.22.","chain.1.tau.23.","chain.2.tau.23.","chain.3.tau.23.","chain.1.tau.24.","chain.2.tau.24.","chain.3.tau.24."
"1",-7.37641421288042,-7.7233859654147,-3.78512950168445,-3.58251407996257,-3.9295320415222,-0.939832246396941,-1.82429290016225,-1.2040696931191,1.74912131407491,0.392593498716874,0.502843426863838,2.54442397717716,0.555698050129421,-0.593312961858463,3.43022336307275,2.95961028814435,2.17077521907462,3.66848423526826,6.10389160882056,7.60462907741494,8.59091541655677,8.80739012355353,10.5182736261076,10.6854525031888,10.8406891022478,12.9019145701719,13.6466571848926,11.434756459148,11.8943369332491,12.3641737860782,17.5850549298513,19.3823286277324,20.3391268450139,19.0428298305364,20.7672278335858,21.6606209236925,27.0938897620374,27.9957931931109,29.7982191325123,32.6843181371863,33.7344723591771,34.9974339775557,32.7905666110905,35.3912682480601,35.0497911333558,37.6722007391768,38.5926194609752,39.6267151635363,38.5589458109406,39.5454506555654,39.4070890917514,43.9681099772509,42.8039166620059,41.9864930937995,42.9252245780941,42.6631670788619,42.9720786101772,44.2587361066915,44.5619754946449,44.6841650299407,45.0521834035103,45.0094084704636,44.8656226944838,46.9848720356458,47.1237555786446,45.8027809426202,44.8224571169073,45.5423770987732,44.7680723758891,46.1867687198281,46.7839214202415,47.171547161035
"2",-7.34304506823924,-5.09194649853338,-3.31449560318377,-3.8522705164489,-2.43751733812527,-1.4618373842108,-1.27314842896004,0.289248962511159,1.23600568662427,0.302367932970242,2.61866695214856,2.05553240815283,0.478722824421972,3.0339681061892,3.90944246489606,2.70726024869414,2.34656426504066,3.41029134025519,7.0673179692299,8.84942259004555,8.98982335938401,9.78228407767707,10.1762607453151,12.1332713119056,12.4422185021186,13.5767550874122,14.4519732367192,11.3906819437167,13.2908292372569,14.6002933543175,19.1846338366945,19.383626145104,20.9351311970578,20.5332263163704,21.312437001826,22.2955297044763,29.0125078126206,29.0433812648428,30.3184172265648,32.9701245219551,32.5707431407475,34.7131928383697,34.5051030974654,35.8051530802291,37.0206963451304,36.8363042241073,37.3001099046173,38.5013882749258,39.5352412026514,38.6341121725862,40.6412864091262,43.9012875363245,43.2149899529769,42.1036155784261,43.1858834357938,42.5976030080054,43.1511699799151,43.9609587978794,44.2443724771761,44.635083954046,44.866186332604,44.3318889132819,44.0949362204957,46.2457723661421,45.8163407009278,45.6685131387632,45.6572256841573,45.5123736577434,44.8876873402981,48.4322184254676,47.1136035319001,45.6619921293103
"3",-5.85049362949336,-5.62555547354059,-6.37313128499411,-3.32049744328118,-2.90279936561926,-2.62324289031714,-0.556096201087913,0.0677258450996211,0.109217037901961,1.33752434954698,1.44471442759107,1.47605852015122,1.15748040460385,1.58894836079321,1.69246677418875,4.03648307872664,2.95236374898193,3.5139153843315,7.21173339439398,8.27793275035155,9.01343523877421,9.54213756023682,10.6467987925132,9.4388527877541,12.9220313142313,12.9839564782189,12.9789546420972,12.3049304094105,12.7892308060835,12.2500451447946,18.9176246981602,19.3703532247491,18.7155454980326,20.3471611969505,20.1837307177676,20.127720797958,28.768893443269,27.9322279111709,29.2164931259527,33.8959735160319,33.3090180343467,34.2331728606698,35.9309314249694,35.2776161791519,36.5048240275302,38.4988607459521,38.4744883079007,39.77418616622,39.4351656463772,38.778902563732,40.3701693941893,42.6580082081228,41.9604172602167,45.2515595313526,43.8271953420586,43.3918572263672,44.1852600136047,45.1699190227096,43.8192566957902,45.7924529026657,44.8692815662131,44.5569779961719,46.3258240830724,45.660799630136,45.0162186549436,46.7718486549214,45.0888338523689,44.1701193494756,47.2067019225828,46.9079555404835,45.4366925492142,48.4513412493012
"4",-5.58668583898379,-6.23545549937305,-4.76883563507598,-2.06917378965506,-2.32986097314378,-0.572955549332925,1.26162382162198,0.963110002393452,0.847058599690859,2.36588608738143,2.56983492532942,2.18804833552468,2.32253245312704,2.33537107620722,2.69843926640342,4.9807982626399,5.40508928019603,4.58385396943468,8.6863923490843,9.67679843605656,9.25998653296752,11.3475546723448,10.802314766194,11.1589152373906,13.8153337281214,13.7782875453744,13.0066573409087,13.0403589242554,13.1281486264116,12.6627991380725,19.9927184670355,19.8395785212455,18.7932569116171,21.8193440600974,21.0214495075304,20.8045413759919,30.1768803594185,29.8450157614632,28.1993451805899,34.5842832979051,35.0964100306923,32.5176675236076,36.141432718738,37.3094039413396,35.5747435537187,39.2328410905321,38.931912095291,37.6926313812372,40.1997854348652,41.3532472740192,40.8575361907675,44.0659732962848,44.3103711822929,44.4845030365151,43.7078109366314,44.2381000192028,42.920655211545,44.6481389873945,44.5505852315519,44.1260033976372,44.1473397259197,45.0188884969868,44.7033829745007,46.780928555653,46.4028799325362,46.40814047824,45.1472646950717,45.4656768989521,45.6133016326975,48.1191450074013,46.4191868902435,46.4026783169254
"5",-6.52898367065088,-5.58028981954455,-4.815627626681,-3.00693839237473,-2.82269977562288,-2.1085700242007,-0.793137314560311,-1.03368094250143,0.547308420481291,2.13620564351847,-0.0228026885752006,2.00992747599913,1.22973608642896,1.54112200394003,2.53997956216014,4.1185078881916,2.61892905063444,5.49466910647297,7.67359089149318,6.2211472935287,9.70656859886836,8.31253944171068,8.60142646216133,10.8959298247705,12.5805427890026,11.085015296024,13.089492544194,12.0761304806115,11.2128008067231,13.5362847749011,19.1642266858331,17.3418941648516,19.5565676710858,20.4473918993423,19.4052379647528,20.9919912092267,28.8946545423005,28.1910484974862,29.5664260524114,35.124673324788,32.0197202943086,33.6272780866062,35.6127144321396,34.5957334809877,33.8023762664088,39.0680162099157,35.9888590800632,38.1429277347994,40.3864265740413,36.2811699019145,39.6262331845506,44.3867891325476,43.0453799494329,43.6884729111962,43.1269270012277,41.2281207364937,41.946174183144,44.8084237633183,41.8419648549832,43.5814009536139,45.3335086397151,43.5566474906645,45.1076185582075,46.9592281849631,44.5460065107566,46.2491305323801,46.1597306072227,43.3018048471412,44.9436929691846,48.4455132919465,45.2382816229849,47.0118901156821
"6",-5.47655609515938,-4.59652626066053,-5.14338929149353,-2.10548636693966,-1.99740398249483,-1.73502617030849,0.0678557946818544,0.354669856834896,0.143272842864177,1.26672231098931,1.77176826873469,2.56767164185105,2.14140025027688,2.52520656163764,2.691866840502,4.36495938240876,4.23330593440981,3.09970216010241,9.59411404893773,8.3965993327871,7.8612290562145,10.2317745878498,10.76834861364,10.4364425862401,13.2147957260984,13.7631970125449,12.5908144418083,12.4780976915213,12.720759463383,13.6062292277621,19.277861470876,20.0211340458043,19.3939410003376,20.9831507223858,21.2655278152773,21.1931909000403,29.3012836497022,28.7443855631183,29.2105146310221,35.0096681103036,34.2422309419483,33.639541144164,35.4374560899919,37.5119421142546,36.8270946925401,39.3420488971183,39.7448516504174,38.4562712880112,40.5482280475501,40.2725270839284,40.5611911285844,42.4436638079384,43.1607132313296,43.8285488669563,43.8567235355286,43.5975295261643,43.6053656436543,43.4608820994095,45.7763302730575,45.3390814925994,44.8402594332317,46.0383549316902,46.3782290192066,45.1391743112614,45.9814545557182,46.1630531518702,44.7425016864489,46.5377981998105,47.3963912909312,45.2275798245348,47.5921046203057,47.8355909199751
"7",-4.50251791095196,-5.44902899111838,-6.59775425780807,-1.41596393346865,-1.97369983475657,-3.38598334835862,0.443418821097413,-0.740682839415868,-1.22445567022347,2.59731705628976,0.719183982155802,1.01281709593688,2.47413233156122,2.48736150663986,1.45942577849987,4.78246499315483,4.44733152162049,2.39656912879565,8.92103154728487,8.57064999495115,7.86683786096558,10.8668684578716,10.8846316407992,9.83788292544218,13.8216442368144,12.694744519191,12.665033047707,13.7110793953747,13.6123538551203,11.6671038204829,19.6649947833472,19.5676358691641,19.2849065135348,20.9143544105493,21.3564536735682,19.9790856795188,29.5321639813551,28.6977582776961,27.7505869668513,34.1271050460197,34.3038009871465,33.4876079072793,35.9620557945895,36.2661683479699,35.9890201514802,38.4742458425137,40.7204799390855,37.60313316289,39.8513817299165,40.7793075972773,38.9699063426509,44.8000989784018,43.7759492707005,44.4484261521508,43.6116613141765,44.5555066316647,42.3890634189052,44.4603844286115,45.7815639496393,44.0304139110312,44.3859879330543,46.5854670273723,44.2714177752704,47.0842829197721,48.5645500996096,46.1811050098538,46.3370983579743,47.2381519554402,45.5624842516449,49.1334222556154,49.2205999148915,47.5218716156602
"8",-4.95963415847284,-5.00081423931477,-4.13973575277439,-1.29026579239812,-1.83726590424907,-1.73393450546155,2.43915278095661,0.238191033262119,-0.567351411010657,3.21266362083449,2.24016150640526,1.60572152794802,4.29588336076703,2.125537996778,1.22276098114637,5.33939102534035,4.19578954464461,4.918521922593,9.19134384221016,8.01176800894856,9.4715407623569,10.9453131668246,10.1987288657031,10.8107467886402,13.785377874539,12.7592608223092,13.0640967907358,12.617342523954,12.8678996644241,12.7212045667178,18.958939325287,19.1793700188394,19.7303451443657,20.5975881556379,20.3443846938638,20.5548645951418,28.7203194618484,28.5450519738943,29.9090106644067,34.3117496967649,32.6332164158551,35.4606100297965,35.9562807159137,35.8873216686169,36.953747486298,38.7264668219012,38.6176961255785,39.4542035519264,39.49231531738,38.9075888839027,40.7434338623178,42.9542915365076,42.8962436483732,43.3248053641106,42.2881076978301,42.9576433987905,44.1988340547042,43.3189201239336,44.4424916812197,45.3630525832876,44.0898013877551,45.3251351852519,44.8646538066785,45.3219668310698,45.6131836282606,46.7492907133969,43.8210772046837,45.9954683771741,45.9343566266802,45.8256501080233,46.9386492245165,48.7543931357561
"9",-4.52101940594768,-6.46036317831314,-6.3618576530299,-1.37805884215705,-3.31185799850333,-2.34389976183183,0.345845684845942,-1.29894960796341,0.00249092567876404,2.16463230262645,0.661797355917869,3.5299064937947,1.61911278269131,0.791066528090146,1.87647356221529,4.72239655407367,3.22553270032433,4.49195985474528,9.79469545935059,8.01478185204025,9.2868296313791,10.6410722966653,9.15160852951798,10.5675650479784,13.8947806019819,12.1806518685174,13.5728925546469,14.0039121965076,11.8870134050012,14.1734055374767,20.1112987483849,18.5115509940835,20.7892957592721,21.5577944002474,20.7346857923184,22.4998791062432,27.9851020015738,28.1559676377361,29.8532541458438,33.7855997030086,33.0325011647424,36.2017682263493,34.8683079423464,34.5557623343365,37.3018030625266,37.4211513997958,37.7227702058864,39.872985474112,39.4051316254044,38.5894655857563,41.2522291526175,43.198676951213,42.8177431522236,43.0020238708269,42.5680501238671,41.990871726954,43.7510634330798,43.8398552369644,44.345428586493,45.251372220828,44.6293909514038,44.1906970940568,45.1382845688865,44.8802752863976,44.9736625855672,46.8020618139886,44.170901360385,45.5144516657587,44.335218211952,46.4968979832942,46.0409063967746,47.3835329779904
"10",-6.28977130412723,-6.20366834534425,-5.63874126403569,-2.3867806450724,-2.64223403836786,-2.2672395736813,1.06849976327577,0.207467538246899,0.311436060387927,1.36788969385587,0.648846400052287,2.2195008445367,0.916536546087231,1.67888587893107,1.83992233895402,3.84207128491606,4.05775176553195,3.81977078834836,7.95437425315331,8.02931326026455,9.42410108549879,9.41933964065661,9.78157223653977,10.84725033397,11.0465124753922,12.3708073143928,13.2015359026118,11.8741001781169,12.0095365436418,13.2009473789674,18.3833843264453,19.0225581838096,19.6688653145338,19.0547475464508,20.0564529871025,21.6225383517965,28.5559802312294,28.6858025183239,28.3869345218441,33.2489338729738,34.4775673068441,34.3088794239323,36.0415478532068,34.3034151853541,35.4675930401565,37.7909423681958,38.0459686478972,37.1199276515881,38.1922413073111,39.5367104935129,39.6298050829542,44.1371046026808,44.5468148479753,44.6244168160047,42.1677165041817,43.8714066577327,42.9836973969023,43.7268606697708,44.2091763538998,45.1839325887441,45.5668920417182,45.5515783988744,44.3779152238523,45.8017429219307,47.1142537781701,47.1453307568363,45.6233153018564,46.5424910050462,46.0049220794172,46.6774417754523,47.3611915084976,47.203569271697
